uttrance,intent,entities
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Check in on my mental health,mental_checkin,{}
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Check in on my mental health,mental_checkin,{}
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Check in on my mental health,mental_checkin,{}
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Check in on my mental health,mental_checkin,{}
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Check in on my mental health,mental_checkin,{}
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Check in on my mental health,mental_checkin,{}
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Check in on my mental health,mental_checkin,{}
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Check in on my mental health,mental_checkin,{}
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Check in on my mental health,mental_checkin,{}
Check in on my mental health,mental_checkin,{}
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Check in on my mental health,mental_checkin,{}
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Check in on my mental health,mental_checkin,{}
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Check in on my mental health,mental_checkin,{}
Check in on my mental health,mental_checkin,{}
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Check in on my mental health,mental_checkin,{}
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Check in on my mental health,mental_checkin,{}
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Check in on my mental health,mental_checkin,{}
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Check in on my mental health,mental_checkin,{}
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Check in on my mental health,mental_checkin,{}
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Check in on my mental health,mental_checkin,{}
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Check in on my mental health,mental_checkin,{}
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Check in on my mental health,mental_checkin,{}
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Check in on my mental health,mental_checkin,{}
Check in on my mental health,mental_checkin,{}
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Check in on my mental health,mental_checkin,{}
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Check in on my mental health,mental_checkin,{}
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Check in on my mental health,mental_checkin,{}
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Check in on my mental health,mental_checkin,{}
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Check in on my mental health,mental_checkin,{}
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Check in on my mental health,mental_checkin,{}
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Check in on my mental health,mental_checkin,{}
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Check in on my mental health,mental_checkin,{}
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Check in on my mental health,mental_checkin,{}
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Check in on my mental health,mental_checkin,{}
Check in on my mental health,mental_checkin,{}
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Check in on my mental health,mental_checkin,{}
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Check in on my mental health,mental_checkin,{}
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Check in on my mental health,mental_checkin,{}
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Check in on my mental health,mental_checkin,{}
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Check in on my mental health,mental_checkin,{}
I feel stressed,mental_checkin,"{""sentiment"": ""stressed""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Check in on my mental health,mental_checkin,{}
I'm feeling down lately,mental_checkin,"{""sentiment"": ""low""}"
Check in on my mental health,mental_checkin,{}
Check in on my mental health,mental_checkin,{}
Can we do a mindfulness session?,mental_checkin,"{""activity"": ""mindfulness""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Play some jazz music,play_music,"{""genre"": ""jazz""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Put on something relaxing,play_music,"{""genre"": ""relaxing""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
Start playing pop,play_music,"{""genre"": ""pop""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
